id;tense;source/target;is correct target?;is correct translation?;w1;w2;w3;pos1;pos2;pos3;lemma1;lemma2;lemma3;comments;full fragment;source words;source fragment
17539;pretérito perfecto compuesto;target;yes;yes;He;leído;;VHfin;VLadj;;haber;leer;;;He leído su archivo .;habe gelesen;Ich habe Ihre Akte gelesen :
17540;presente;target;yes;yes;hacen;;;VLfin;;;hacer;;;;La gente ha vuelto a sus vidas , y hacen frente a los daños .;haben begonnen;Überall haben die Menschen damit begonnen , den erlittenen Schaden zu reparieren .
17541;pretérito indefinido;target;yes;yes;Hicimos;;;VLfin;;;hacer;;;;- Hicimos lo que pudimos , señor ,;haben getan;- Wir haben getan , was möglich ist .
17542;pretérito perfecto compuesto;target;yes;yes;has;matado;;VHfin;VLadj;;haber;matar;;;"¡ Lo has matado !
¡ Lo has matado !";haben getötet;Sie haben ihn getötet , Sie haben ihn getötet !
17543;pretérito indefinido;target;yes;yes;hicimos;;;VLfin;;;hacer;;;;Los hicimos pedazos , Oíste cuando se rompieron las compuertas ?;haben erwischt;Wir haben die ganz schön erwischt .
17545;pretérito perfecto compuesto;target;yes;yes;Hemos;cerrado;;VHfin;VLadj;;haber;cerrar;;;Hemos cerrado todas las fugas ,;sind geschlossen;Alle Lecks sind geschlossen .
17546;pretérito indefinido;target;yes;yes;pidió;;;VLfin;;;pedir;;;;Y ahora no nos dan más los cheques porque Richard pidió un poco más de dinero .;gefordert hat;Jetzt haben sie auch noch alle unsre Sozialhilfen eingestellt weil Ries etwas mehr Geld gefordert hat .
17548;pretérito perfecto compuesto;target;yes;yes;Ha;ganado;;VHfin;VLadj;;haber;ganar;;;Ha ganado la apuesta .;haben gewonnen;Sie haben die Wette gewonnen .
17549;pretérito perfecto compuesto;target;yes;yes;ha;tardado;;VHfin;VLadj;;haber;tardar;;;No me había dado cuenta , ha tardado en salir la espuma .;hat geschäumt;Es hat ewig nicht geschäumt .
17551;futuro imperfecto;target;yes;yes;venderá;;;VLfin;;;vender;;;;"Abrimos el martes , enseguida se venderá .
¿ Qué ?";ist verkauft;Wir eröffnen Dienstag , Dienstag Abend ist es verkauft .
17552;pretérito indefinido;target;yes;yes;hizo;;;VLfin;;;hacer;;;;Dios mío , ¿ qué le hizo ?;haben angetan;Mein Gott , was haben sie ihm angetan ?
17554;pretérito indefinido;target;yes;yes;abrieron;;;VLfin;;;abrir;;;;No abrieron un solo vagón , Capitán .;haben geöffnet;Sie haben keinen einzigen geöffnet .
17555;pretérito indefinido;target;yes;yes;escribieron;;;VLfin;;;escribir;;;;Quiero los nombres de quienes escribieron estas cartas .;geschrieben haben;Ich will die Namen von denjenigen die diese Briefe geschrieben haben .
17556;pretérito imperfecto;target;yes;yes;estábamos;esperando;;VEfin;VLger;;estar;esperar;;;Seevvald , lo estábamos esperando , Por aquí , capitán ,;haben erwartet;Seewald , wir haben Sie erwartet .
17557;pretérito perfecto compuesto;target;yes;yes;has;citado;;VHfin;VLadj;;haber;citar;;;Me has citado , aquí me tienes .;hast bestellt;Du hast mich bestellt , da bin ich .
17559;presente;target;yes;yes;queda;;;VLfin;;;quedar;;;;Su Excelencia queda arrestado .;ist verhaftet;Euer Gnaden ist verhaftet .
17560;pretérito perfecto compuesto;target;yes;yes;ha;levantado;;VHfin;VLadj;;haber;levantar;;;Se ha levantado con el pie izquierdo .;ist aufgestanden;Er ist mit dem falschen Fuß aufgestanden ...
17561;pretérito perfecto compuesto;target;yes;yes;He;estudiado;;VHfin;VLadj;;haber;estudiar;;;He estudiado más que trabajado .;habe studiert;Ich habe mehr studiert als gearbeitet .
17562;pretérito perfecto compuesto;target;yes;yes;han;probado;;VHfin;VLadj;;haber;probar;;;- Todos la han probado a ella ,;hat gebumst;- Die halbe Flotte hat sie gebumst .
17563;pretérito imperfecto;target;yes;yes;hacía;;;VLfin;;;hacer;;;;El padre de Ofelia hacía los uniformes del Capitán .;hat geschneidert;Ofelias Vater hat früher die Uniformen für den Capitán geschneidert .
17564;pretérito indefinido;target;yes;yes;despidieron;;;VLfin;;;despedir;;;;Me despidieron debido a la crisis .;bin entlassen;Ich bin auch entlassen weil die Krise ist .
17565;pretérito indefinido;target;yes;yes;funcionó;;;VLfin;;;funcionar;;;;Intentamos todo para conseguir más dinero , pero no funcionó .;ist geglückt;Wir haben da schon alles dran unternommen , aber es ist leider nicht geglückt .
17566;pretérito perfecto compuesto;target;yes;yes;ha;cagado;;VHfin;VLadj;;haber;cagar;;;¿ Quién ha cagado en mi celda ?;hat gekackt;Wer hat da in meine Zelle gekackt ?
17567;presente;target;yes;yes;entiendo;;;VLfin;;;entender;;;;Bueno , entiendo .;habe verstanden;Gut , ich habe verstanden .
17568;pretérito perfecto compuesto;target;yes;yes;He;sabido;;VHfin;VLadj;;haber;saber;;;He sabido de la presencia de un sacerdote en nuestro país con cartas de Roma , dirigidas a quienes desean vuestro daño .;habe erfahren;Ich habe erfahren , daß ein Priester auf dem Weg ist mit Briefen aus Rom , an die , die Euch Schaden zufügen wollen .
17569;pretérito perfecto compuesto;target;yes;yes;Has;mirado;;VHfin;VLadj;;haber;mirar;;;¿ Has mirado en su cuarto ?;Hast nachgesehen;Hast Du in ihrem Zimmer nachgesehen ?
17570;infinitivo compuesto;target;yes;yes;haberme;repuesto;;VCLIinf;VLadj;;haber;reponer;;;Podéis regresar a vuestra casa en Hatfield , bajo arresto , hasta haberme repuesto .;geheilt bin;Du darfst zurück in dein Haus nach Hatfield , doch stehst du dort unter Arrest , bis ich wieder geheilt bin .
17571;pretérito indefinido;target;yes;yes;hiciste;;;VLfin;;;hacer;;;;¡ Lo hiciste bien , puto !;hast gemacht;Das hast du gut gemacht , Fotze !
17572;pretérito indefinido;target;yes;yes;libramos;;;VLfin;;;librar;;;;- Creo que nos libramos de ellos ,;haben abgeschüttelt;- Wir haben ihn wohl abgeschüttelt .
17573;pretérito perfecto compuesto;target;yes;yes;has;contado;;VHfin;VLadj;;haber;contar;;;¿ Qué les has contado ?;hast gesagt;- Was hast du gesagt ?
17574;pretérito indefinido;target;yes;yes;conseguí;;;VLfin;;;conseguir;;;;"Su cotización en el mercado artístico .
Le conseguí 1 1 .000 euros .";habe gekriegt;Ihr Anteil am Kunstmarkt , ich habe 11.000 Euro dafür gekriegt .
17575;pretérito perfecto compuesto;target;yes;yes;ha;hundido;;VHfin;VLadj;;haber;hundir;;;Cuántos barcos ha hundido ?;haben versenkt;Wie viele haben Sie versenkt ?
17576;presente;target;yes;yes;está;;;VEfin;;;estar;;;;Veo con agrado que Su Majestad no está herida .;verletzt ist;Ich bin erfreut , daß Eure Majestät nicht verletzt ist .
17577;pretérito indefinido;target;yes;yes;saltó;;;VLfin;;;saltar;;;;Usted saltó igualmente .;sind gestartet;Trotzdem sind Sie gestartet ?
17578;pretérito perfecto compuesto;target;yes;yes;he;puesto;;VHfin;VLadj;;haber;poner;;;Bueno , se lo he puesto fácil .;habe geholfen;- Das reicht , ich habe Ihnen geholfen .
17579;pretérito indefinido;target;yes;yes;dejaste;;;VLfin;;;dejar;;;;Ahí donde lo dejaste .;gelassen hat;- Da , wo man ihn gelassen hat .
17580;pretérito indefinido;target;yes;yes;ordené;;;VLfin;;;ordenar;;;;Nunca lo ordené .;habe befohlen;- Ich habe sie nicht befohlen .
17582;pretérito imperfecto;target;yes;yes;escondía;;;VLfin;;;esconder;;;;¡ Mira lo que escondía debajo de tu cama !;versteckt hat;Schau dir an , was sie unter deinem Bett versteckt hat !
17583;pretérito indefinido;target;yes;yes;visitó;;;VLfin;;;visitar;;;;Anoche , un hada me visitó .;hat besucht;Letzte Nacht hat mich eine Fee besucht .
17584;presente;target;yes;yes;está;;;VEfin;;;estar;;;;Brabant está tranquila y apacible de nuevo después que los instigadores recibieron sus condenas .;ist eingekehrt;Die Ruhe ist wieder eingekehrt nachdem die Urheber der Krawalle eine Arbeitsstrafe bekommen haben .
17586;pretérito perfecto compuesto;target;yes;yes;ha;sido;arrestado;VHfin;VSadj;VLadj;haber;ser;arrestar;;Entonces , ¿ se supone que no ha sido arrestado ?;ist gefasst;Der Täter ist also noch nicht gefasst ?
17588;pretérito indefinido;target;yes;yes;eligió;;;VLfin;;;elegir;;;;Quizá ... su Majestad no responda porque su corazón ya eligió a otro .;vergeben ist;Vielleicht will ihre Majestät nicht antworten , weil lhr Herz bereits vergeben ist .
17589;pretérito perfecto compuesto;target;yes;yes;ha;salvado;;VHfin;VLadj;;haber;salvar;;;Dios ya ha salvado sus almas .;hat gerettet;Gott hat ihre Seelen schon gerettet .
17590;pretérito indefinido;target;yes;yes;despidieron;;;VLfin;;;despedir;;;;Pero me despidieron , porque llevé a mi perro conmigo al trabajo .;bin entlassen;Und jetzt bin ich entlassen , weil ich meine Hund mitgenommen hab zur Arbeit .
17591;condicional compuesto;target;yes;yes;habría;dado;;VHfin;VLadj;;haber;dar;;;Si me lo hubieses pedido , yo te lo habría dado , Mercedes .;hätte gegeben;wenn du danach gefragt hättest hätte ich es dir gegeben , Mercedes .
17592;pretérito indefinido;target;yes;yes;caí;;;VLfin;;;caer;;;;"- ¿ Qué ?
- ¡ Me caí de la moto !";bin gefallen;- Ich bin vom Mofa gefallen .
17594;pretérito perfecto compuesto;target;yes;yes;he;salido;;VHfin;VLadj;;haber;salir;;;Apenas si he salido con vida , Señor .;bin entronnen;Ich bin nur knapp dem Tod entronnen , Sir .
17597;pretérito perfecto compuesto;target;yes;yes;Has;mirado;;VHfin;VLadj;;haber;mirar;;;¿ Has mirado si está en el jardín ?;Hast überprüft;Hast du den Garten überprüft ?
17600;pretérito indefinido;target;yes;yes;Dimos;;;VLfin;;;dar;;;;- Dimos el primero ,;ist getroffen;- Der erste ist getroffen .
17601;pretérito indefinido;target;yes;yes;esperó;;;VLfin;;;esperar;;;;Que durante tanto tiempo esperó .;hat gewartet;Er hat so lange auf dich gewartet .
17603;presente;target;yes;yes;cometemos;;;VLfin;;;cometer;;;;Si cometemos un error de posición , y los otros también , acabaremos jugando a los choques , El rumbo es muy amplio ,;Ist berechnet;Ist unser Standort falsch berechnet , und der der anderen auch , spielen wir Kollision .
17604;pretérito perfecto compuesto;target;yes;yes;has;hecho;;VHfin;VLadj;;haber;hacer;;;¿ Qué has hecho en los últimos tres meses que has estado viviendo aquí ?;hast getan;Du wohnst hier nun ganze drei Monate und was hast du nun eigentlich hier getan ?
17606;pretérito imperfecto;target;yes;yes;tenías;;;VLfin;;;tener;;;;No entiendo por qué tenías que traer tantos libros , Ofelia .;hast mitgebracht;Warum hast Du so viele Bücher mitgebracht , Ofelia ?
17607;pretérito pluscuamperfecto;target;yes;yes;hubiesen;enviado;;VHfin;VLadj;;haber;enviar;;;Quién sabe qué idiota le hubiesen enviado ,;geschickt hätten;Wer weiß , was die für einen Idioten geschickt hätten .
17608;pretérito perfecto compuesto;target;yes;yes;ha;cometido;;VHfin;NC;;haber;cometido;;;Lord Robert ha cometido traición .;hat begangen;Lord Robert hat Verrat begangen .
17609;pretérito indefinido;target;yes;yes;ganamos;;;VLfin;;;ganar;;;;La guerra acabó y nosotros ganamos .;haben gewonnen;der Krieg ist zuende , und wir haben gewonnen .
17610;pretérito perfecto compuesto;target;yes;yes;ha;hablado;;VHfin;VLadj;;haber;hablar;;;- ¿ Le ha hablado de mí ?;Hat gesprochen;- Hat sie von mir gesprochen ?
17611;pretérito perfecto compuesto;target;yes;yes;ha;pasado;;VHfin;VLadj;;haber;pasar;;;- Que qué ha pasado .;ist passiert;- Was ist passiert ?
17612;pretérito indefinido;target;yes;yes;Cortaron;;;VLfin;;;cortar;;;;¿ Cortaron el agua también ?;Haben abgestellt;Haben die jetzt auch noch das gottverdammte Wasser abgestellt ?
17613;pretérito perfecto compuesto;target;yes;yes;ha;salido;;VHfin;VLadj;;haber;salir;;;Lord Robert , ha salido de caza .;ist gegangen;- Er ist zur Jagd gegangen , Madam .
17615;pretérito indefinido;target;yes;yes;salvaron;;;VLfin;;;salvar;;;;Por qué no los salvaron sus barcos ?;haben gerettet;Warum haben ihre Schiffe sie nicht gerettet ?
17617;pretérito perfecto compuesto;target;yes;yes;has;dicho;;VHfin;VLadj;;haber;decir;;;"¿ Qué pasa ?
Lo que le has dicho a Elisa no está bien .";gesagt hast;- Nicht nett , was du Elisa gesagt hast .
17618;pretérito perfecto compuesto;target;yes;yes;han;encontrado;;VHfin;VLadj;;haber;encontrar;;;No han encontrado nada que ocupe su lugar .;haben gefunden;Sie haben nichts gefunden , das sie ersetzen könnte .
17620;pretérito indefinido;target;yes;yes;Prometiste;;;NP;;;Prometiste;;;;¡ Prometiste obedecerme sin chistar !;hast versprochen;Du hast versprochen , auf mich zu hören !
17623;pretérito indefinido;target;yes;yes;hiciste;;;VLfin;;;hacer;;;;¿ Por qué hiciste eso ?;haben getan;Warum haben sie das getan ?
17624;presente;target;yes;yes;quedan;;;VLfin;;;quedar;;;;Con ella Elizabeth , supuesta Reina de Inglaterra , sierva del mal , queda desposeída del trono , y declara por lo tanto que sus súbditos quedan absueltos de su lealtad a ella .;enthoben sind;Es beraubt Elizabeth , die vorgebliche Königin und Dienerin der Gottlosigkeit , ihres Thrones und erklärt , daß ihre Untertanen fortan ihrer Untertanenpflicht enthoben sind .
17625;pretérito perfecto compuesto;target;yes;yes;he;sufrido;;VHfin;VLadj;;haber;sufrir;;;¿ No he sufrido suficiente ya por amarla y demostrarlo ?;Habe gelitten;Habe ich nicht schon genug gelitten , weil ich sie liebte und es zeigte ?
17627;pretérito perfecto compuesto;target;yes;yes;ha;salvado;;VHfin;VLadj;;haber;salvar;;;Esta diabólica maquinación no ha salvado a vuestra bastarda Reina .;hat gerettet;- Ich bin sicher , diese Tat der Hölle hat Eure Bastard-Königin nicht gerettet .
17629;pretérito indefinido;target;yes;yes;Murió;;;VLfin;;;morir;;;;"Mi padre era un sastre .
Murió en la guerra .";ist gefallen;Mein Vater war ein Schneider , er ist im Krieg gefallen .
17630;pretérito indefinido;target;yes;yes;oísteis;;;VLfin;;;oísteis;;;;El jefe necesita alambre , Adelante , Me oísteis ?;Hast gehört;Hast du gehört ?
17631;pretérito indefinido;target;yes;yes;llevaron;;;VLfin;;;llevar;;;;En todo este lío de los vagones , no se llevaron nada .;haben geöffnet;Sie haben keinen der Wagen geöffnet .
17632;pretérito indefinido;target;yes;yes;dimos;;;VLfin;;;dar;;;;- Apartaos , Le dimos !;ist getroffen;Er ist getroffen !
17633;pretérito indefinido;target;yes;yes;Decidimos;;;VLfin;;;decidir;;;;Decidimos adoptar .;haben adoptiert;Wir haben adoptiert .
17636;pretérito perfecto compuesto;target;yes;yes;han;atascado;;VHfin;VLadj;;haber;atascar;;;Los cojinetes se han atascado , Sigue subiendo !;sind gerissen;Die Dichtungen sind gerissen .
17637;pretérito perfecto compuesto;target;yes;yes;han;educado;;VHfin;VLadj;;haber;educar;;;Me han educado para pensar que yo podía con todo .;hatte gelernt;Ich hatte gelernt , auf die Welt zu pissen .
17638;presente;target;yes;yes;están;preparadas;;VEfin;ADJ;;estar;preparado;;;Isabel , ved si las damas están preparadas .;sind vorbereitet;Isabel , sind die Hofdamen vorbereitet ?
17639;pretérito indefinido;target;yes;yes;llevaron;;;VLfin;;;llevar;;;;¿ Qué se llevaron de los vagones qué asaltaron ?;haben gestohlen;Was haben sie aus den Güterwagen gestohlen ?
17640;futuro imperfecto;target;yes;yes;consumará;;;VLfin;;;consumar;;;;"Todo lo que necesita Norfolk es firmar este documento ,
y se consumará la traición .";wäre begangen;Norfolk muß nur noch unterschreiben , dann wäre der Verrat begangen .
17642;pretérito indefinido;target;yes;yes;obrasteis;;;VLfin;;;obrasteis;;;;Señora , si hay el más mínimo indicio de verdad en estos cargos , ya sea que obrasteis por inocencia o desconocimiento , será mejor que confeséis .;gehandelt habt;Und steckt auch nur ein Fünkchen Wahrheit in dem Vorwurf , auch wenn lhr unschuldig und unbewußt gehandelt habt ,
17643;pretérito imperfecto;target;yes;yes;trabajabas;;;VLfin;;;trabajar;;;;- De qué trabajabas allí ?;Haben gearbeitet;- Haben Sie dort gearbeitet ?
17644;presente;target;yes;yes;veo;;;VLfin;;;ver;;;;Hace años que no veo la nieve ,;habe gesehen;Schnee habe ich ewig nicht gesehen .
17645;presente;target;yes;yes;promete;;;VLfin;;;prometer;;;;María de Guisa , Señora , promete dejar de ser una amenaza para vos , pero con una condición .;hat versprochen;Maria von Guise , Madam , hat versprochen , Euch weiter nicht mehr zu bedrohen , doch stellt sie eine Bedingung .
17646;pretérito perfecto compuesto;target;yes;yes;ha;dejado;;VHfin;VLadj;;haber;dejar;;;Me ha dejado .;hat gemacht;- Er hat Schluss gemacht .
17647;presente;target;yes;yes;cierne;;;VLfin;;;cerner|cernir;;;;El velo de la muerte se cierne sobre mí .;bin umfangen;Vom Tod bin ich umfangen .
17648;pretérito perfecto compuesto;target;yes;yes;ha;pasado;;VHfin;VLadj;;haber;pasar;;;Cuéntame , ¿ qué ha pasado ?;passiert ist;- Sag schon , was passiert ist !
17649;pretérito perfecto compuesto;target;yes;yes;ha;compartido;;VHfin;VLadj;;haber;compartir;;;El Rey no ha compartido su lecho desde hace meses .;hat geteilt;Der König hat das Bett schon seit Monaten nicht mehr mit ihr geteilt .
17652;pretérito perfecto compuesto;target;yes;yes;Habéis;derramado;;VHfin;VLadj;;haber;derramar;;;Habéis derramado vuestra propia sangre , en lugar de la de un inocente .;hast verschüttet;Du hast lieber dein eigenes Blut verschüttet , als das eines Unschuldigen .
17654;presente;target;yes;yes;estamos;sumidos;;VEfin;VLadj;;estar;sumir;;;¡ Ay , mi Señora , estamos sumidos en la catástrofe !;ist eingetreten;Leider , Madam , ist die Katastrophe schon eingetreten .
17656;pretérito indefinido;target;yes;yes;dio;;;VLfin;;;dar;;;;Desde que se oyó esa señal por la radio él se dio cuenta del riesgo ,;hat erkannt;Schon als der Funkspruch kam , hat er das Risiko erkannt .
17658;pretérito indefinido;target;yes;yes;libramos;;;VLfin;;;librar;;;;Aún no nos libramos de ellos , Supongo que no les gustará nada ,;ist abgeschüttelt;Noch ist der nicht abgeschüttelt .
17659;presente;target;yes;yes;Está;dispuesta;;VEfin;ADJ;;estar;dispuesto;;;¿ Está mi alcoba dispuesta ?;Ist gerichtet;Ist das Schlafgemach gerichtet ?
17660;pretérito indefinido;target;yes;yes;murió;;;VLfin;;;morir;;;;Y cuando él murió , fui a trabajar en la tienda .;gestorben war;Und nachdem er gestorben war , ging ich zum Arbeiten in den Laden .
